CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
Tata Tigor,2018,1761.5,63.9,73.2,90,29.54,4.34,0.29,22.2,P0300
Tata Tiago,2024,1299.2,44.4,62.6,89.3,22.27,1.16,0.38,28.2,P0300
Honda City,2020,932.3,30.4,25.6,95.1,17.16,-0.53,-0.11,21,None
Renault Kiger,2021,2100,42,89.3,94.4,46.51,1.48,0.59,27.8,P2463
Renault Kiger,2021,2100,42,92.6,92.1,45.1,0.76,0.18,25.2,P2463
Tata Harrier,2023,2214.8,87.4,22.9,133.2,39.54,0.92,-1.56,16.2,P0117
Volkswagen Taigun,2015,3361.6,126.4,20.1,89.4,13.43,-2,1.49,16.6,P0101
MG Astor,2019,1407.4,45.9,38.3,88.1,25.27,-1.37,-1.44,23.8,None
BMW X5,2020,2947.5,107.8,34,95.4,53.14,0.26,0.05,23.1,None
Tata Punch,2021,2795.5,101.8,31.1,88.4,50.24,24.58,14.38,21.7,P0171
Maruti Suzuki Celerio,2019,1039.8,45.1,39.8,139,18.97,-1.79,0.9,24.8,P0117
Renault Kiger,2021,1821.8,63.5,32.3,135.3,32.88,-0.85,-1.88,20.6,P0117
Honda City,2018,2089.2,79,36.3,123.6,37.4,1.09,0.12,23.5,P0117
Skoda Kushaq,2015,2468.6,95.4,75.2,92.7,46.76,-3.27,-0.97,16.9,P0300
Toyota Urban Cruiser,2015,2849.3,114.8,41.2,114.3,51.78,-0.86,-0.97,25.2,P0117
Mahindra XUV300,2024,1965.1,67.3,49.1,134.6,35.68,-1.06,-1.18,29.2,P0117
Maruti Suzuki Celerio,2019,2781,101.2,23.8,95.9,11.19,-0.29,-0.72,18.4,P0101
MG Hector,2019,1525,53.8,35.4,91.2,27.57,26.05,14.51,21.3,P0171
Maruti Suzuki Ertiga,2017,1086,36.7,61.7,91.2,17.04,4.52,1.75,22.2,P0300
Maruti Suzuki Swift,2017,1872.1,64,50.5,91.6,33.39,15.01,12.71,31.4,P0171
Hyundai Verna,2016,1489.4,59.9,21.7,89.1,6.04,-0.94,-1.25,17.8,P0101
Tata Nexon,2024,1055.5,32.9,86.2,95.6,18.6,0.5,-0.67,21.4,P2463
Volkswagen Virtus,2018,1916.7,71.8,40,95.8,34.79,27.37,13.63,23.8,P0171
Tata Nexon,2022,1134.9,44.9,81.6,90.7,23.63,-1.55,-0.2,17.7,P0300
Toyota Fortuner,2023,769.6,25.6,19.7,90,13.43,21.67,17.78,15.7,P0171
Tata Tigor,2016,2659.7,116.3,60.1,95.5,52.81,-6.38,0.16,14.9,P0300
Maruti Suzuki Celerio,2020,2917.1,115.3,46.1,92.6,52.64,16.04,12.44,29.1,P0171
Hyundai Venue,2024,2958,104.4,48.4,93,53.73,0.11,1.14,29.4,None
Skoda Kushaq,2016,2616.8,95,68.4,91.4,46.17,-2.07,1.43,26.8,P0300
Honda City,2017,809.1,38.6,17.5,135.9,14.64,-1.73,-0.98,17.3,P0117
Skoda Slavia,2016,1786.5,51.9,77.9,89,26.39,1.3,-0.46,15.7,P0300
Mahindra XUV300,2016,2100,42,85.9,93,60.2,-0.5,0.79,23.6,P2463
Tata Sierra,2017,3386.5,129.2,21.9,134.3,61.26,1.54,-1.7,19.3,P0117
Kia Sonet,2023,2100,42,83.9,90.2,49.39,0.09,-0.33,27.8,P2463
Maruti Suzuki Swift,2015,3349,120.5,61.6,90.3,56.8,-4.6,-1.7,28.9,P0300
Jeep Compass,2015,1765.4,71.7,43.7,137,31.36,1.11,0.28,25.3,P0117
Hyundai Venue,2022,2481.3,101.9,31.4,89.4,44.83,25.45,20.33,20,P0171
Volkswagen Taigun,2024,2100,42,96.2,94.1,52.44,-1.26,-0.27,29.5,P2463
Tata Tiago,2015,1978.3,67.8,35.9,93.1,35.35,-0.6,0.91,23,None
Hyundai Creta,2022,2711.7,95.6,39.1,95.6,10.95,-1.32,-1.45,22.9,P0101
Mahindra XUV700,2023,1575.8,61.6,23.8,92.4,28.33,-1.07,0.66,17.7,None
Ford EcoSport,2024,1786.4,42,96.1,88.1,32.49,-1.57,-1.4,30.4,P2463
Hyundai Verna,2022,2549.4,93.3,30.9,91.6,10.24,0.18,1.34,22.5,P0101
Kia Seltos,2021,1855.9,71,44.3,91,33.14,-0.58,1.24,28.5,None
Hyundai Verna,2017,2100,42,87,94.1,60.42,0.85,1.67,17.2,P2463
Volkswagen Virtus,2016,1528.2,54.9,46.5,139.2,27.68,1.34,1.26,27.2,P0117
Mahindra XUV300,2021,2339.9,87.5,47.5,88.8,9.41,-1.92,1.03,30.7,P0101
Tata Tigor,2023,3206.5,120.4,53.7,88.7,58.14,-1.27,0.82,29.8,None
Maruti Suzuki Swift,2021,2421.7,86.2,23.1,96,9.6,-1.65,-0.98,17.3,P0101
Maruti Suzuki Swift,2020,3420,136.8,47,90.2,61.92,27.32,18.01,27.7,P0171
Tata Nexon,2018,2100,42,86,90.8,51.71,1.26,0.69,24.9,P2463
Tata Altroz,2021,1831.4,63.5,64.2,91.5,31.05,7.63,-1.88,28.9,P0300
Mahindra XUV300,2022,3451.8,132.9,19.1,126.7,62.24,-0.6,-1.43,15.4,P0117
Kia Carens,2019,2934,109.4,33.1,92.9,52.87,21.57,20.01,22.2,P0171
Tata Sierra,2018,971.9,32.1,20.1,92.2,3.93,-0.11,0.88,18.1,P0101
MG Hector,2022,1693.3,57.4,23.4,95.5,30.12,20.75,17.7,19,P0171
Kia Carens,2020,2588.4,107.8,78.3,91,50.18,6.52,-0.7,15.8,P0300
Hyundai Creta,2022,2100,42,81.4,88.9,39.73,-0.56,1.66,20.8,P2463
Maruti Suzuki Celerio,2017,766.4,29.3,54.2,93.3,14.15,1.73,-0.27,31.4,None
Kia Seltos,2022,1847.7,76.7,29.9,95.2,33.29,16.73,17.54,22.9,P0171
MG Hector,2019,2698.2,98.4,41.7,88.1,10.7,0.61,-0.11,28.5,P0101
Ford EcoSport,2020,1329.1,46.3,42.4,88.7,5.3,-1.07,1.08,27.8,P0101
Kia Sonet,2018,2714.3,97.3,47.9,95.8,10.81,-1.69,-0.08,27.3,P0101
Tata Safari,2017,1514.1,60.8,34.7,91.8,26.95,15.59,15.18,22.5,P0171
Kia Carens,2016,2970.4,105.7,19.8,118.7,53.21,-0.18,1.93,18.7,P0117
Renault Kiger,2023,1583.5,62.5,37.8,90.9,6.35,-1.34,-0.82,26.2,P0101
Tata Altroz,2017,2987,113.4,47.3,90.9,11.99,1.86,1.17,30.5,P0101
Tata Altroz,2021,1175.3,39.7,93.4,94.1,21.28,0.94,-1.88,20.8,P2463
Hyundai Creta,2016,1574.7,63.3,17.9,136.1,28.12,0.55,-1.55,14.8,P0117
Kia Carens,2019,1286.7,46.3,49.2,139.7,22.74,1.63,-0.15,28,P0117
Maruti Suzuki Baleno,2016,2624.9,89.8,71.7,91.4,45.61,-7.69,0.2,25.2,P0300
Ford EcoSport,2021,2870.3,101.8,42.9,121.5,52.03,0.91,-0.02,26.2,P0117
Mahindra Bolero,2023,2022.8,71.9,30,89.8,36.75,26.87,19.89,20.6,P0171
Maruti Suzuki Ertiga,2022,1065.7,41,44.8,89.1,19.58,0.68,1.8,29.8,None
Maruti Suzuki Swift,2023,3401.3,122,43,91,61.12,21.64,17.78,29.2,P0171
Skoda Kushaq,2017,2003.7,71,27.9,127,35.63,0.52,-1.24,21.5,P0117
Maruti Suzuki Ertiga,2016,1245.5,45.4,20.8,114,22.42,0.37,0.04,15.3,P0117
Hyundai Creta,2021,2100,42,81.7,95.5,47.06,0.29,0.35,28.3,P2463
Hyundai Alcazar,2023,898.5,41,88.1,95,16.27,-1.91,-1.1,14.2,P2463
Hyundai Venue,2019,1782,58.7,74.1,89.8,25.21,-3.2,1.4,17.5,P0300
Volkswagen Taigun,2021,1817.5,60.1,61.8,93.5,30.33,1.94,0.32,24.5,P0300
Maruti Suzuki Dzire,2017,2640,107.2,33.7,90,47.95,1.5,0.02,22.6,None
Ford Endeavour,2015,2333.9,88.7,43.8,91.2,42.29,-0.6,0.83,25.9,None
Maruti Suzuki WagonR,2020,3461.7,127.1,29.7,93.3,13.78,1.64,-0.65,23.5,P0101
Tata Altroz,2020,2596.1,105.8,49,90.4,10.46,0.18,-1.48,30.2,P0101
Volkswagen Virtus,2021,1198.8,44.5,39.9,90.3,4.72,-0.1,-0.29,26.8,P0101
Tata Harrier,2024,1212.7,41.9,17.4,94.3,22.18,22.59,18.73,17.8,P0171
Hyundai Verna,2018,2322.8,85.3,28.1,136.7,41.39,-1.48,1.6,19.3,P0117
Mahindra Bolero,2015,2351.6,83.4,25.1,95.3,42.7,1.29,-1.15,16.9,None
Tata Safari,2023,3354.2,134.1,38.7,92.2,13.51,0.91,-0.57,24.2,P0101
Tata Harrier,2017,2241.3,81.1,29.5,95,40.64,26.34,13.51,18.5,P0171
Kia Seltos,2022,3143.7,119.8,39.8,92.6,56.78,22.32,12.85,24,P0171
Kia Carens,2016,931.3,36.4,95.7,88.9,16.94,1.72,-1.79,33.9,P2463
Toyota Fortuner,2024,2440.2,98.5,38.6,94.7,9.75,-1.54,-0.37,24.1,P0101
Mahindra Bolero,2018,2903.7,109,36.4,91.3,52.5,21.28,16.45,24.2,P0171
MG Hector,2015,1044.6,41.5,25.5,95.1,18.54,17.28,14.36,18.4,P0171
Hyundai Creta,2021,1148.8,40,18.6,128.9,21.11,0.21,-1.35,14.5,P0117
Hyundai Alcazar,2015,1372.7,59.2,49.5,92.1,24.35,-0.37,1.77,29.6,None
Hyundai Venue,2018,929.2,34.5,16.6,96,3.67,-0.12,1.59,17.2,P0101
Hyundai i20,2015,2518.4,89.3,27.6,89.1,45.3,-0.38,-0.64,20.2,None
Jeep Compass,2019,2138.1,87.4,54.1,92.4,38.52,18.28,17.88,30.7,P0171
Tata Tiago,2020,3237.1,129.5,38.4,92.9,58.29,25.57,20.76,27.5,P0171
Mercedes-Benz GLC,2020,1112,31.8,79.1,88.1,18.25,3.23,-0.41,20.3,P0300
Volkswagen Virtus,2019,3155.7,114.6,54.3,93.6,57.22,-0.98,-0.05,31.8,None
Maruti Suzuki Vitara Brezza,2022,2100,42,94.7,94.3,61.78,-0.55,-0.05,21,P2463
Renault Kwid,2018,2631.5,98.8,50,90.5,10.52,-0.1,0.86,28.6,P0101
Toyota Glanza,2023,3308.2,127.8,52,91.5,13.22,1.86,-0.48,33.4,P0101
Maruti Suzuki Dzire,2021,1661.9,66.1,25.6,93.5,6.67,1.28,1.51,19.7,P0101
Mahindra Bolero,2019,1965.6,76.9,40.8,90.5,35.36,1.34,-0.98,26.8,None
MG Astor,2021,2647,97.2,19.2,95.1,10.54,-0.78,-0.7,18.2,P0101
BMW X5,2020,2100,42,82.2,88.4,58.96,-0.44,-1.92,29.2,P2463
Maruti Suzuki Swift,2016,967.9,52.6,71.8,94.7,21.57,-4.39,0.93,17.6,P0300
Maruti Suzuki Swift,2019,1366.9,42,82.9,88.1,24.81,-1.93,0.66,28.6,P2463
Kia Seltos,2020,1933.8,79.7,80.8,94,35.17,-3.89,-1.77,26.2,P0300
Kia Sonet,2022,2100,42,89.9,95.4,56.54,-1.22,-0.46,19.1,P2463
Hyundai i20,2015,1488.4,70.2,68.8,93.3,30.47,-1.17,1.87,23.3,P0300
Volkswagen Virtus,2019,1136.3,49.2,22.3,115.3,20.74,0.21,0.28,17.4,P0117
Tata Harrier,2019,3179.2,114.7,50.4,89.8,12.63,-1.33,-0.36,28.9,P0101
Maruti Suzuki Ertiga,2016,3335.2,132.2,43.6,91.2,13.42,-0.45,0.88,28.1,P0101
Kia Seltos,2018,3439.5,128.4,81.8,94.1,59.21,-0.83,1.32,15.9,P0300
Toyota Innova Hycross,2023,2100,42,88.7,93.5,39.67,-0.48,-1.39,23.5,P2463
Tata Safari,2016,2966.1,119,31.7,126.3,53.69,0.72,0.6,19.5,P0117
Tata Safari,2023,752.5,33.6,28,90.9,3.02,-0.11,1.82,21.1,P0101
Mahindra Scorpio-N,2023,2287.9,89,69.6,90.7,38.28,-5.16,0.22,22.4,P0300
Tata Harrier,2021,1210.1,52.4,70.9,91,26.37,-5.67,0.97,30.4,P0300
Mahindra Thar,2015,1702.7,42,89,88.7,31.08,-0.7,-0.44,27.6,P2463
Kia Sonet,2020,2304,89,45.2,128,41.51,-0.64,-1.64,26.5,P0117
Skoda Kushaq,2018,2612.9,95.4,40.7,134.4,47.22,0.7,-0.14,26.7,P0117
Toyota Urban Cruiser,2021,1282.1,52.1,53.9,112.8,23.06,0,0.46,32.2,P0117
Honda Amaze,2020,2932.7,112.1,28.9,91,53.02,23.11,12.02,18.9,P0171
Mahindra Bolero,2016,2061.5,82.1,41.1,94.7,36.87,1.34,1.61,23.9,None
Hyundai i20,2020,2565.3,104,16.4,95.3,46.16,-0.84,0.34,14.7,None
Hyundai Alcazar,2015,785.3,33.4,44.1,94,13.8,-1.2,-0.19,28.3,None
Kia Sonet,2016,3287.7,131.2,20.3,129.5,59,1.7,-0.76,18.6,P0117
Tata Harrier,2017,2100,42,87,91.4,41.24,-0.95,-1.18,28.7,P2463
Toyota Glanza,2024,1219.7,51.4,36.2,89.2,22.08,1.67,-0.91,26.5,None
Toyota Urban Cruiser,2022,1471.6,58.4,45.9,122.4,26.7,0.31,0.22,27.2,P0117
Renault Kiger,2024,1169.6,44.9,60.4,89.4,21.12,7.69,1.43,28.6,P0300
Renault Kiger,2022,2523.2,111.2,84.2,90.4,50.01,-1.82,-0.91,31.8,P0300
Kia Seltos,2024,2100,42,89.2,94.2,38.17,-1.6,-0.35,16.2,P2463
MG Hector,2020,3267.4,120.5,75,95.8,53.91,6.82,-0.83,25.4,P0300
Mahindra Marazzo,2020,1017.8,32.7,90.7,91.1,18.12,-1.21,-0.59,30.7,P2463
MG Astor,2021,893.4,41.5,21.1,137.3,16.46,1.93,-0.81,17.2,P0117
Volkswagen Taigun,2023,2100,42,86.3,88.5,39.78,0.23,-1.61,29.9,P2463
Ford Endeavour,2017,1149.8,42,95.5,91.2,21.15,-0.11,-0.63,18.7,P2463
Maruti Suzuki WagonR,2015,3120,127,67.1,94,62.33,6.87,1.4,13.1,P0300
Maruti Suzuki Alto,2015,807.1,31.2,50.1,129.1,14.91,0.63,-0.82,31.7,P0117
Hyundai Creta,2021,2038.1,42,91,92.3,37.04,-1.64,-0.89,20.4,P2463
Maruti Suzuki Celerio,2017,3392.9,124.5,33.8,88.5,13.61,1.75,-1.88,21.2,P0101
Volkswagen Taigun,2017,1743.9,69.7,35.2,92.9,31.79,1.87,1.99,23.9,None
Toyota Fortuner,2018,1819.5,63.1,28.2,91.5,33.18,20.86,18.42,22.3,P0171
Skoda Kushaq,2019,2196.2,90.7,42.9,92.1,8.72,0.05,-1.91,25,P0101
Maruti Suzuki Dzire,2023,2201.4,79.1,32.7,92.5,39.96,24.64,14.08,24.1,P0171
Nissan Magnite,2024,1969.5,81.1,71.9,92.8,41.02,2.43,-0.07,23.7,P0300
Toyota Glanza,2016,1927.6,78.2,31.5,117,34.48,1.43,0.11,22.8,P0117
Maruti Suzuki Dzire,2023,1308.8,58.3,76.3,91.9,27.85,-1.76,-0.07,27.7,P0300
Mahindra Marazzo,2020,819,27.1,17.1,116.1,14.73,0.52,-0.33,14.5,P0117
Mahindra Scorpio-N,2021,3372.6,132.6,38,89.2,60.86,19.39,15.76,24.8,P0171
Hyundai Creta,2021,3309.4,133.4,23.4,88.3,13.25,-1.67,1.78,16.7,P0101
Toyota Fortuner,2018,2630,101.3,26.5,134.4,47.66,-1.92,-1.92,18.2,P0117
Honda City,2023,976.2,42.5,33.2,94.8,3.89,1.45,0.93,24.9,P0101
Toyota Glanza,2019,1325.7,54.9,37.8,92.9,24.17,0.88,1.52,25.4,None
Honda Amaze,2023,1822.3,73.6,49.6,92,33.16,26.06,12.99,29.7,P0171
Volkswagen Taigun,2022,1320.6,51.9,48.5,94.5,5.19,-1.26,-0.37,28.4,P0101
Nissan Magnite,2021,3329.7,126.9,49.8,137.7,60.02,-0.32,-1.81,28.3,P0117
Maruti Suzuki Celerio,2022,2754.4,109.1,48.5,95.1,49.54,-0.47,-0.42,30.9,None
Kia Seltos,2020,2100,42,82.3,93.9,40.17,1.31,1.02,21.4,P2463
Mahindra Bolero,2019,2413.5,99.6,75.5,89.8,48.68,0.27,0.32,29.2,P0300
Toyota Innova Hycross,2023,3712,133.8,83.7,91.2,61.08,5.58,1.99,21.1,P0300
Mahindra Thar,2024,2076.1,75.5,60.8,95.9,35.42,-1.86,-1.53,27.1,P0300
Tata Punch,2017,3003.2,114.4,25.3,114.3,54.36,-1.77,1.73,16.7,P0117
Tata Nexon,2022,2204.2,83.8,19.1,126.9,39.56,-0.44,0.47,17.5,P0117
Tata Tiago,2019,2968.1,119.2,52.9,94.7,53.06,-1.71,0.77,33.4,None
Skoda Kushaq,2022,2716.2,97.2,23,94.3,48.6,-1.53,0.76,18.1,None
Jeep Compass,2015,973.9,34.7,47.9,132.6,17.58,-0.77,0.53,30,P0117
Maruti Suzuki Celerio,2024,1743.3,42,96.5,92.7,31.16,-0.32,0.48,18,P2463
Mercedes-Benz GLC,2019,1162.9,40.5,45.6,139.6,20.93,0.69,-1.49,26.2,P0117
Mahindra XUV700,2017,1394.9,50.5,29.5,89.2,25.58,18.53,21.23,20.1,P0171
Hyundai Creta,2016,2100,42,92.6,90.9,53.68,1.61,0.23,13,P2463
Honda Amaze,2018,1119.6,41.5,92.7,88.7,20.4,-0.58,0.68,24.3,P2463
BMW X5,2022,1874.3,71.2,37.5,93.7,33.64,0.86,1.34,26,None
Volkswagen Taigun,2023,2811.8,104.3,21.6,132.8,51.07,-0.14,0.23,14.9,P0117
Ford EcoSport,2023,770.9,23,40.4,136.4,14.37,1.53,1.4,27.7,P0117
Tata Harrier,2020,2743.2,110,20.6,118.1,49.31,-0.07,-1.08,16.2,P0117
Mahindra Thar,2024,1641.1,66.1,36.9,139.9,29.6,-0.25,-1.84,24.5,P0117
Maruti Suzuki WagonR,2022,1167,39.8,51.4,94.2,21.4,27.34,19.07,30.8,P0171
Kia Seltos,2024,2100,42,86.1,95.3,43.99,-0.91,1.26,24.6,P2463
Hyundai Verna,2024,3382.5,120.8,16.8,95.8,60.5,27.51,20.57,13,P0171
Hyundai Creta,2016,1169.9,39.6,49.7,90.4,20.8,-0.12,-1.97,29.5,None
Mahindra Scorpio-N,2022,2100,42,81.1,92.4,43.04,-0.6,-0.34,25.5,P2463
Skoda Kushaq,2024,1019.5,35,94,88.8,18.67,-0.52,0.36,18,P2463
Mercedes-Benz GLC,2024,2236.8,79.9,42.8,95.3,40.58,25.47,14.18,27.3,P0171
Mahindra Scorpio-N,2021,2678.4,100.5,32.5,88.5,48.67,-1.04,1.81,23.4,None
Mahindra Bolero,2016,2171.2,81.9,26.8,89,39.36,20.64,18.31,19.7,P0171
MG Astor,2019,3281.2,125.3,52.7,129.4,59.54,-0.38,1.02,32.2,P0117
Mahindra Scorpio-N,2015,895.1,27.4,22.9,90.9,3.54,1.93,-1.49,16.4,P0101
Maruti Suzuki Ertiga,2016,2070.9,76.8,26.6,113.4,36.96,-0.83,-0.6,21.2,P0117
MG Astor,2021,1563.8,66.3,72.2,93.1,31.04,0,-1.11,17.2,P0300
Toyota Fortuner,2017,2100,42,97.5,90.2,40.45,0.12,1.25,26,P2463
Hyundai Verna,2018,769.5,36.5,27.6,94.5,3.02,-0.92,0.89,19.3,P0101
Maruti Suzuki Ertiga,2015,2100,42,81.8,95.8,45.5,0.54,-0.89,33.8,P2463
Hyundai Creta,2019,2457.7,91.3,36.2,88.1,44.03,-1.25,-0.38,22.5,None
Toyota Urban Cruiser,2016,2124.4,84.1,34.7,137.6,38.26,0.58,-0.64,24.2,P0117
Maruti Suzuki Ertiga,2016,1352.2,54.1,23.7,94.7,24.7,0.96,0.11,19.1,None
Toyota Glanza,2021,1505.4,49.8,22,92.8,27.27,1.23,1.77,16.1,None
Toyota Glanza,2020,2624.4,96.5,53.8,135.4,47.59,1.98,1.88,33.4,P0117
Maruti Suzuki Dzire,2019,1344.9,55.6,34.1,93.3,5.4,0.56,-0.58,22.4,P0101
Toyota Urban Cruiser,2020,1279.6,52.5,32.2,121,22.84,0.13,-1.57,23.2,P0117
Hyundai Tucson,2020,1441.3,42,86.9,90.9,26.38,-0.1,2,21.4,P2463
Ford EcoSport,2018,2577.4,92.8,50.9,128.4,46.44,0.9,-1.8,29.6,P0117
Maruti Suzuki Celerio,2023,1523.8,63.4,41.8,90.6,27.24,-0.43,-1.08,24.6,None
Maruti Suzuki Alto,2020,1872.9,77.9,35.2,91.7,7.58,0.14,-1.7,22.5,P0101
Volkswagen Taigun,2019,787.9,27.7,22.9,133.1,14.22,-0.2,-0.46,18,P0117
BMW X5,2023,1793.7,71.8,54.6,130.6,32.38,-0.16,-1.57,34.4,P0117
Tata Tigor,2015,2024.2,77.7,53,90.4,36.11,24.96,20.93,33.6,P0171
BMW X5,2024,1191,46.6,61.2,95,18.33,0.47,1.9,24.1,P0300
BMW X5,2019,1927,42,83.8,91.2,34.91,0.67,0.9,25.1,P2463
Volkswagen Virtus,2023,893.5,40.9,85.9,90.3,16.39,0.95,0.31,25.4,P2463
Maruti Suzuki Vitara Brezza,2018,976.6,37.7,68.9,90,15.84,6.91,-0.5,29,P0300
Nissan Magnite,2015,2353.5,84.9,72.3,88.9,38.21,-7.08,-0.26,19.5,P0300
Skoda Kushaq,2023,2100,42,94.6,88.5,42.24,0.83,0.38,30.4,P2463
MG Astor,2024,2865,102.2,24.7,131.7,51.39,-0.4,1.26,20.2,P0117
Jeep Compass,2017,3004.1,106.7,45,95.6,12.02,0.69,0.86,30,P0101
Hyundai Creta,2020,3006.9,120,37.8,93.2,54.34,-0.58,1.42,24.1,None
Tata Tiago,2022,1218,50.4,17.7,129.7,21.77,-0.23,0.27,16.6,P0117
Renault Kiger,2015,1260.6,52.2,76.9,94.5,28.08,-0.51,-0.18,32,P0300
Ford EcoSport,2015,3183,128.7,33.1,92.1,57.43,1.51,1.78,22.4,None
Toyota Innova Hycross,2018,2232.1,79.2,22.9,89.9,40.27,18.79,14.78,17.8,P0171
BMW X5,2020,3383.4,134.7,31.5,93.4,61.25,23.15,15.42,21.8,P0171
Maruti Suzuki Vitara Brezza,2020,3241,129.1,49.3,95.7,58.02,19.21,17.25,31.6,P0171
Honda City,2016,1495.6,58.2,28.7,91.6,6,1.66,1.74,20.1,P0101
Tata Harrier,2023,2100,42,95.5,94,59.95,1.79,1.74,26.1,P2463
Renault Kwid,2015,1140.8,50.8,53.5,95.3,20.64,18.05,16.3,29.7,P0171
Maruti Suzuki Ertiga,2023,1714.4,59.7,24.5,126.4,31.07,0.08,0.3,20.3,P0117
Maruti Suzuki Vitara Brezza,2018,2771.6,104.6,48.7,132,50.11,-0.75,-1.44,32,P0117
Volkswagen Taigun,2023,1704.6,42,88.6,93.8,30.53,-1.9,1.79,21.5,P2463
Mahindra XUV300,2022,2701.5,97.6,35.4,121.7,48.46,0.87,0.37,24.9,P0117
BMW X5,2024,1376.5,56.7,31,88,25.15,0.95,-0.96,23.6,None
Maruti Suzuki WagonR,2023,2980.3,117.7,41.3,91.2,53.15,0.24,-0.85,28.1,None
Renault Kiger,2022,1143.2,37.2,31.3,90.6,20.57,21.13,15.9,21.2,P0171
Skoda Slavia,2024,1035.5,32.6,51.3,93.9,18.46,17.94,16.77,30.8,P0171
Maruti Suzuki Alto,2023,3146.3,118.9,45.8,90.7,12.63,1.46,1.07,30.5,P0101
Volkswagen Taigun,2021,2389.2,97.4,25.5,95.6,43.02,21.85,16.44,21.1,P0171
Maruti Suzuki Ertiga,2022,1930.9,69.2,32.8,88.5,7.81,0.96,1.34,24,P0101
Toyota Urban Cruiser,2018,1700.1,59,34.8,90.2,30.59,19.05,14.05,22.9,P0171
Maruti Suzuki Baleno,2019,3344.5,128.9,35,136.5,60.5,1.76,-1.05,21.8,P0117
Hyundai Alcazar,2015,1750.5,66.5,83.6,89.1,32.58,1.54,-0.44,16,P0300
Jeep Compass,2023,1782.3,73,30.1,94.4,31.75,15.17,16.23,20.6,P0171
Toyota Urban Cruiser,2015,1098.6,41,88,93.8,20.22,1.13,-0.69,28.6,P2463
Mahindra Scorpio-N,2015,2743.6,101.3,18.9,94.5,11.05,1.16,0.45,14.7,P0101
Renault Kwid,2016,2274.9,81,47.8,89.6,41.18,24.36,18.42,30.7,P0171
Maruti Suzuki Dzire,2015,2206.9,84,17.6,88.4,8.79,0.34,1.12,15.7,P0101
Hyundai Creta,2019,2100,42,87.6,94.5,53.3,0.84,-0.43,17.7,P2463
Tata Safari,2016,2174.9,84,19.6,89.3,39.01,21.6,19.03,16.2,P0171
Tata Harrier,2018,3214.9,123.1,48,95.2,12.95,0.44,1.24,29.6,P0101
Toyota Innova Hycross,2021,1273.2,48.2,82.1,91.8,23.06,1.59,-0.48,34.2,P0300
Hyundai Tucson,2016,921,35.2,36.6,91.5,3.75,-1.54,1.08,23.9,P0101
Tata Tiago,2017,1830.8,62.3,49.7,126.3,33.04,1.68,0.69,31.1,P0117
Honda City,2023,3052.7,120.8,41.1,91.1,55.32,0.38,-0.42,24.2,None
Volkswagen Virtus,2024,3240.9,114.8,61.6,92.8,52.21,0.81,1.02,25.2,P0300
Volkswagen Virtus,2019,1385.8,56.7,18.4,95.3,24.82,-1.6,-0.57,14.1,None
MG Astor,2023,3186.7,124.1,48.7,120.4,57.24,1.61,-1.03,30.2,P0117
Tata Tigor,2019,2604.1,98.6,20.3,89.3,46.5,19.5,16.81,15,P0171
MG Hector,2016,807.3,24.8,32.3,95,3.28,0.69,-1.3,24.6,P0101
Mahindra XUV300,2022,1899.4,42,89.8,95.5,34.48,-0.9,-1.46,21.7,P2463
Audi Q5,2016,3280.1,109,69,89.9,52.86,1.17,-0.74,19.5,P0300
Tata Harrier,2019,954.6,28.1,66,90.9,13.84,7.85,-0.82,28,P0300
Maruti Suzuki WagonR,2019,820.6,25.2,47.6,89.1,3.34,-0.36,0.36,28.5,P0101
Mahindra Scorpio-N,2015,1855.3,42,84.7,91.8,33.69,-1.81,0.76,24.9,P2463
Maruti Suzuki Baleno,2016,2100,42,90.5,89.2,54.46,-1.3,0.88,23.3,P2463
Mahindra Thar,2019,2554.7,89.9,17.7,89.5,10.16,-1.29,1.31,16.2,P0101
Tata Nexon,2018,1856.9,68.2,49.3,114.8,33.22,0.91,0.88,29.6,P0117
Hyundai Creta,2019,3385.8,126.1,19.5,128.7,60.47,-1.88,1.78,16.7,P0117
Tata Safari,2020,2865.2,107,38.1,95.2,51.2,-0.61,1.51,24.8,None
Mercedes-Benz GLC,2022,2575.6,97,38.7,114.5,46.1,0.54,1.09,24.6,P0117
Hyundai Verna,2020,1344.4,56.6,47.2,88.1,24.61,21.76,13.71,31.3,P0171
Tata Punch,2023,1780.6,75.2,52.2,89.2,7.21,-0.89,-0.81,30.6,P0101
Mahindra Bolero,2017,1222.5,45.8,33.6,94.9,21.7,1.92,-0.8,22.8,None
Hyundai Tucson,2020,936.1,36.9,60.4,92.9,18.93,2.38,1.62,21.9,P0300
Mahindra Marazzo,2016,2028.8,42,89.9,92.2,36.18,0.71,-1.39,27.6,P2463
Hyundai Verna,2019,2463.6,88.2,19.2,95.5,44.21,15.17,17.93,17.6,P0171
Renault Kiger,2015,2484.2,111.8,71.8,88.4,49.41,-6.38,1.45,19.2,P0300
Maruti Suzuki WagonR,2021,2100,42,96.9,90,39.55,0.28,-1.09,26.4,P2463
Mercedes-Benz GLC,2019,1369.7,44.4,26.2,120.4,24.97,0.52,0.63,20.4,P0117
