ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TARGET_DTC
2604.3,92.9,17.6,88.6,46.51,-1.31,0.31,14.5,None
1406.2,46.4,49.6,90.7,25.38,-1.08,0.86,29.1,None
1751.2,65.1,39.5,88.6,31.05,1.53,-0.9,21.5,None
1973.8,72.1,30.9,95.1,35.54,-1.44,0.88,19.4,None
2060.5,75.5,51.3,89.4,37.46,-0.72,0.55,31.2,None
2033.7,74.8,70.3,95.0,35.52,0.02,0.03,24.7,P0300
2069.6,72.4,24.5,92.4,36.92,-1.45,-0.63,16.8,None
1840.8,63.9,33.7,92.9,33.52,-1.33,0.4,20.5,None
849.0,25.0,84.7,88.2,15.2,-0.77,0.56,14.2,P2463
1341.6,49.9,45.8,92.1,24.14,17.4,18.32,23.8,P0171
3183.8,107.2,52.0,94.3,12.64,-0.81,0.63,30.3,P0101
2259.2,76.8,32.4,89.5,40.63,0.79,0.4,21.8,None
2719.2,94.9,40.6,127.0,48.91,0.99,-0.94,25.6,P0117
2100.0,45.0,90.8,90.3,40.27,0.1,0.76,19.2,P2463
1130.7,42.8,32.5,120.8,20.04,-1.61,0.42,20.4,P0117
1875.9,69.7,54.0,88.3,34.03,-1.68,-0.67,28.9,None
1227.7,45.9,47.4,95.7,21.86,-1.47,-0.61,24.1,None
3068.0,108.6,52.1,89.5,54.83,-0.5,-0.29,30.0,None
1158.1,39.5,31.9,94.6,20.41,1.63,-0.74,17.0,None
974.2,36.3,16.8,89.1,17.83,-0.11,0.78,12.2,None
1483.6,53.9,34.1,92.5,27.08,1.5,0.13,17.8,None
2870.0,92.0,72.6,91.8,47.11,0.85,-0.75,16.5,P0300
2780.1,94.6,72.4,88.0,49.55,-0.62,-0.65,23.1,P0300
3105.3,105.8,30.2,124.5,56.18,0.75,0.05,16.3,P0117
2435.1,83.5,23.2,89.9,43.79,0.06,0.63,17.4,None
1719.9,62.5,36.9,94.8,30.63,1.53,-0.1,20.4,None
1319.8,47.1,41.8,114.9,23.58,-1.89,0.18,21.2,P0117
3173.6,110.5,19.5,88.2,57.12,-1.41,0.41,13.8,None
2335.2,78.6,49.8,91.4,42.43,-0.14,0.76,25.8,None
2696.2,95.8,15.9,94.3,10.94,0.54,0.58,10.2,P0101
1990.3,68.4,40.3,94.8,35.99,20.09,19.74,23.7,P0171
1539.1,56.0,27.3,90.8,6.08,0.51,-0.24,15.4,P0101
2100.0,45.0,80.0,93.1,53.59,0.79,0.73,17.8,P2463
2791.3,101.2,31.5,88.4,50.47,-1.14,-0.8,19.6,None
1947.3,64.6,69.0,91.3,32.68,-0.13,0.43,18.4,P0300
1716.6,59.9,49.8,90.5,31.26,-0.0,0.49,25.4,None
1162.2,45.2,39.4,91.3,21.02,1.96,-0.65,20.7,None
1459.4,49.7,47.3,92.2,5.82,-1.87,0.13,24.4,P0101
2915.3,105.8,40.6,127.6,52.61,-1.57,1.0,21.5,P0117
2437.8,89.4,49.4,94.0,44.38,1.48,-0.35,26.7,None
869.3,27.2,45.8,94.5,15.43,-0.92,0.8,22.9,None
2482.9,82.3,48.3,89.3,44.79,-1.14,0.06,24.1,None
2486.3,87.3,30.7,118.3,44.79,-1.11,0.64,21.3,P0117
3088.0,112.8,46.8,95.5,55.76,1.37,0.79,27.4,None
2855.0,99.3,38.3,90.7,51.11,1.03,-0.17,24.2,None
2539.7,88.8,79.0,92.0,46.22,1.0,0.68,31.1,P0300
2675.9,90.5,46.3,113.2,47.7,-0.63,-0.25,26.7,P0117
2844.5,98.9,43.3,91.5,51.27,1.42,0.74,25.1,None
3055.8,111.8,15.4,92.0,54.55,-1.19,0.4,9.7,None
1810.1,60.6,17.8,92.8,32.1,0.64,-0.42,15.5,None
1082.6,35.8,51.4,88.3,19.67,-1.39,-0.61,29.7,None
2228.5,70.9,48.2,89.4,38.1,-0.24,-0.1,12.5,P0300
1565.9,58.8,49.6,94.0,27.95,0.69,0.67,28.4,None
1095.1,41.8,26.3,118.6,19.83,1.15,0.25,15.4,P0117
2065.1,70.7,19.6,93.8,36.86,-1.14,-0.2,12.7,None
1293.0,46.6,41.4,88.2,23.45,1.18,0.94,24.4,None
2545.6,91.0,50.2,88.6,45.98,1.04,-0.89,30.1,None
2067.3,45.0,87.6,95.2,37.32,-1.19,0.04,27.2,P2463
1606.6,53.9,44.4,93.5,29.07,-0.38,-0.31,26.6,None
1357.2,50.5,46.6,92.0,24.38,15.46,12.36,26.6,P0171
1803.0,67.0,45.7,91.9,32.86,1.67,-0.75,26.2,None
2560.9,86.0,41.1,95.0,46.34,-1.34,-0.75,23.6,None
1916.8,65.8,51.2,95.9,34.53,-0.86,-0.91,27.8,None
1927.0,70.7,17.3,95.4,34.92,0.69,0.7,12.5,None
3102.3,108.2,47.3,92.6,55.49,1.46,0.04,26.7,None
1660.2,55.7,45.2,94.0,30.14,-1.06,0.72,24.3,None
3040.4,107.5,48.9,123.3,54.29,-1.81,0.75,27.3,P0117
974.2,38.5,18.2,93.5,17.05,-0.54,-0.12,10.8,None
2836.5,100.8,61.4,90.1,51.18,-1.86,-0.77,19.0,P0300
2290.0,81.6,51.9,95.1,40.78,-0.61,-0.55,31.6,None
1731.2,58.4,34.1,90.9,31.4,0.3,-0.71,17.8,None
2911.9,106.6,39.4,88.3,52.04,1.39,-0.96,22.3,None
2212.1,81.9,35.1,91.9,40.17,-0.22,-0.66,23.5,None
2515.1,85.6,34.3,94.2,45.46,-1.89,-0.9,22.7,None
2925.5,97.5,36.2,91.9,52.57,0.61,0.33,18.5,None
1871.0,66.8,28.7,89.5,33.45,1.08,-0.08,16.8,None
903.1,26.6,44.2,88.4,3.43,0.59,0.69,26.8,P0101
1103.0,40.0,22.2,123.4,20.02,0.94,-0.04,17.2,P0117
2902.1,103.1,54.6,91.3,52.64,-1.4,-0.08,28.7,None
2478.0,84.8,48.9,114.2,44.79,-1.95,-0.18,24.3,P0117
754.8,24.8,35.7,91.7,14.06,-1.58,0.76,22.0,None
1394.6,53.6,44.6,92.2,5.4,-1.97,-0.24,23.6,P0101
2479.8,91.3,67.5,89.8,48.04,1.46,0.34,22.0,P0300
2543.0,90.9,51.7,122.5,45.46,-1.4,0.03,25.8,P0117
1263.9,45.0,50.4,91.8,4.92,-1.59,0.72,30.1,P0101
2823.5,103.1,16.0,89.8,51.11,-0.86,-0.51,15.2,None
2525.4,83.8,52.9,93.1,45.25,-1.52,-0.33,26.6,None
2046.0,67.0,36.2,88.0,8.1,-1.97,-0.86,24.2,P0101
3213.3,110.1,80.1,91.5,54.54,-1.23,-0.49,21.4,P0300
1944.6,69.9,18.8,89.0,34.74,1.41,0.07,14.0,None
2636.1,93.6,46.3,88.4,47.17,-1.78,-0.06,24.8,None
2124.7,72.1,37.7,116.8,37.97,1.22,0.12,22.7,P0117
2550.1,88.1,30.9,90.7,46.02,0.68,0.2,19.0,None
3005.5,101.8,27.0,95.5,54.38,-1.29,-0.78,16.4,None
1331.5,41.7,43.8,90.7,24.44,-1.54,0.15,23.2,None
2307.8,83.5,28.7,91.5,41.76,0.74,0.95,19.9,None
1093.4,39.3,33.4,95.3,20.09,-0.35,-0.6,17.4,None
1411.9,45.0,82.1,95.5,24.97,-0.95,-0.71,16.6,P2463
2368.0,79.4,32.5,90.5,9.35,-1.63,0.09,21.6,P0101
2627.0,89.9,25.3,90.9,47.53,-0.59,-0.54,13.7,None
833.5,33.6,94.2,90.2,14.87,-1.36,-0.39,16.9,P2463
2986.7,103.1,36.0,94.8,53.93,1.71,-0.02,22.5,None
1620.2,53.4,42.1,89.1,28.85,-0.5,-0.74,22.1,None
871.6,30.5,23.7,91.0,15.46,1.61,0.05,15.5,None
3092.2,109.1,43.2,94.3,55.62,-1.01,0.71,22.1,None
3021.5,101.9,78.4,89.7,51.04,-0.15,0.08,24.2,P0300
1152.2,37.4,45.2,92.5,20.57,0.22,0.81,27.8,None
2196.7,81.4,40.0,93.3,39.56,-1.61,-0.77,22.9,None
1334.5,51.6,16.5,94.4,23.61,-1.11,-0.52,14.1,None
2246.5,83.0,50.5,95.8,40.06,-1.96,0.03,30.3,None
1212.2,39.1,50.2,88.4,22.08,-1.49,-0.31,24.9,None
3185.4,107.9,15.3,89.5,57.77,24.45,17.77,13.2,P0171
2323.3,79.2,20.8,91.6,42.25,0.32,-0.56,13.1,None
2693.3,96.8,51.3,92.6,48.38,0.85,-0.6,27.5,None
2492.9,84.8,19.4,94.8,44.65,-1.68,-0.6,11.6,None
2004.2,67.4,49.7,93.2,35.97,0.08,-0.64,28.6,None
1599.8,57.2,21.2,93.2,28.68,0.65,-0.41,13.5,None
1955.3,65.8,23.2,88.2,35.08,-0.61,-0.83,18.1,None
2800.7,97.7,29.1,90.3,50.3,-0.07,-0.23,19.1,None
970.6,31.2,26.2,92.0,17.51,1.36,0.52,16.6,None
3158.4,113.9,23.9,93.5,56.61,15.54,16.62,17.1,P0171
2198.5,72.0,15.5,89.7,39.69,-1.3,-0.23,9.3,None
2953.8,102.5,37.1,88.5,53.38,-1.38,-0.19,24.4,None
1024.7,35.1,35.1,95.0,18.19,22.02,18.66,19.7,P0171
2219.7,76.6,49.7,95.6,8.77,1.76,-0.73,27.3,P0101
1581.0,53.0,47.8,88.7,28.76,-0.79,-0.62,25.8,None
2933.6,99.0,65.9,95.4,48.74,1.44,-0.63,19.1,P0300
1455.0,54.2,38.4,94.8,25.8,1.98,-0.06,25.3,None
1297.8,49.6,41.7,94.6,23.35,1.91,0.37,24.0,None
1792.2,62.7,47.6,93.9,32.13,-1.39,0.66,27.9,None
3108.4,97.7,79.1,95.4,52.55,-0.99,-0.58,28.4,P0300
2433.9,87.0,27.8,89.2,43.63,1.12,-0.92,15.4,None
2012.5,67.9,24.0,91.2,36.38,-1.98,-0.89,13.7,None
2474.8,84.5,17.4,121.5,44.92,1.82,0.98,10.9,P0117
2827.5,103.9,52.8,90.8,50.68,-1.06,0.01,28.4,None
1549.2,58.9,26.4,94.4,27.67,-0.12,-0.45,18.5,None
2419.9,90.3,69.7,90.2,49.06,-1.22,-0.35,24.9,P0300
2101.2,77.5,54.4,89.3,37.61,1.73,-0.64,30.4,None
1446.7,48.9,35.3,91.7,25.63,17.91,13.22,23.5,P0171
1089.0,34.7,16.6,94.3,19.88,-0.33,0.22,15.3,None
2687.5,91.3,35.9,95.7,48.54,-0.63,-0.09,23.6,None
1340.5,50.1,27.9,95.0,24.2,-0.73,0.07,19.1,None
2023.7,67.4,37.4,90.6,36.1,1.5,0.46,23.2,None
804.4,27.7,47.9,124.9,14.7,1.7,-0.68,27.0,P0117
2324.1,77.0,42.0,89.8,41.67,1.64,0.7,26.1,None
999.2,30.7,52.4,90.6,17.58,21.37,16.36,30.7,P0171
2602.3,93.7,19.2,92.9,46.59,0.37,-0.21,12.7,None
1456.3,52.6,26.5,92.8,26.17,0.71,0.07,17.3,None
2035.6,74.8,46.5,92.1,7.95,0.7,0.04,24.9,P0101
2735.2,97.3,43.8,89.1,11.13,-1.15,-0.8,23.2,P0101
1021.6,34.5,46.6,90.9,18.73,-1.04,0.03,28.1,None
979.8,34.8,27.5,90.8,17.67,15.35,18.44,17.9,P0171
2706.3,94.4,31.4,88.3,48.88,0.92,-0.84,17.5,None
1482.1,56.5,48.9,94.4,27.0,-1.82,0.58,27.6,None
2505.9,84.6,44.9,92.0,44.85,1.17,0.03,26.3,None
2623.9,90.2,40.0,89.6,46.94,0.25,0.23,23.6,None
2176.4,72.5,16.8,95.6,39.3,-0.24,-0.72,11.3,None
1863.0,60.4,27.7,94.4,33.07,-0.37,-0.86,20.1,None
2391.2,70.7,95.6,93.3,37.96,0.41,0.78,26.4,P0300
1563.5,59.3,37.3,92.8,28.6,1.8,-0.81,20.8,None
1507.2,55.9,18.7,92.7,26.81,1.18,0.75,12.9,None
1759.5,58.7,18.6,88.1,31.48,0.39,0.13,14.9,None
2849.6,102.2,33.9,92.7,51.4,1.82,-0.67,18.1,None
2989.0,108.4,43.0,94.0,53.53,-1.71,-0.05,24.0,None
2132.4,80.8,79.5,94.5,43.28,-1.5,0.73,23.2,P0300
3163.7,107.3,34.4,92.5,56.45,1.07,-0.87,23.2,None
1722.8,59.6,38.1,88.7,30.99,1.95,0.38,21.1,None
2837.9,98.1,27.9,92.1,51.27,0.25,-0.45,17.2,None
3102.7,107.1,23.6,92.6,56.13,1.63,-0.92,15.6,None
924.9,36.6,49.8,96.0,16.31,-0.66,0.12,24.7,None
2132.0,78.2,36.6,88.8,38.63,1.32,0.73,19.9,None
2100.0,45.0,84.3,95.5,50.29,1.59,-0.47,22.1,P2463
912.0,27.4,51.7,89.4,16.82,-0.57,-0.85,28.7,None
1639.1,45.0,90.4,94.7,29.2,1.42,0.6,15.9,P2463
2622.1,89.4,38.3,88.5,47.1,1.67,-0.66,23.9,None
761.0,23.6,23.3,93.6,14.02,-1.79,0.88,17.7,None
1268.1,41.8,26.2,90.6,23.15,-1.76,0.15,14.7,None
2909.7,98.1,42.3,93.7,52.17,0.41,-0.76,25.8,None
1646.8,58.0,38.7,118.2,30.14,0.19,-0.59,22.6,P0117
1907.0,67.1,53.1,93.8,34.22,-0.48,0.59,30.6,None
1462.2,52.3,19.2,90.6,26.52,0.77,-0.51,11.4,None
1784.4,59.4,29.7,91.9,32.28,0.86,-0.28,15.8,None
2486.1,91.7,38.3,94.3,44.71,-0.41,0.2,19.5,None
1190.6,36.7,49.4,94.0,21.01,0.28,0.34,29.0,None
1273.0,43.2,52.2,93.6,22.9,-1.3,0.94,26.9,None
2151.5,71.0,20.7,94.8,38.37,0.45,-0.35,15.8,None
3186.7,110.4,48.1,90.7,56.97,1.86,0.55,28.5,None
2398.5,79.7,38.9,93.2,42.71,1.6,0.54,24.1,None
2899.0,102.3,51.9,95.5,51.84,1.52,0.33,30.0,None
977.8,31.4,50.6,115.9,17.53,0.07,-0.84,26.9,P0117
2912.8,99.8,93.0,89.3,53.83,0.37,0.16,27.6,P0300
2670.2,92.8,35.5,91.5,47.66,-1.65,0.32,20.1,None
2491.1,89.7,26.5,89.7,44.89,1.09,0.04,16.7,None
2490.4,88.4,17.5,89.4,44.41,-0.16,0.01,12.7,None
1973.2,71.5,54.0,94.7,35.45,1.2,-0.17,26.6,None
3329.8,114.1,91.9,90.4,56.84,0.7,0.57,31.5,P0300
1109.9,42.8,38.3,94.1,19.76,0.34,-0.55,22.0,None
1318.1,44.2,54.9,95.5,23.72,-0.13,0.88,30.6,None
1513.0,49.8,48.5,92.4,26.94,-0.95,-0.44,28.9,None
2646.2,88.5,16.3,95.2,47.57,1.44,-0.8,13.8,None
1040.4,39.4,32.9,88.7,19.04,0.45,0.75,18.2,None
816.9,28.2,28.4,93.4,14.46,20.04,19.44,16.1,P0171
1379.1,46.1,40.6,92.6,24.36,0.83,0.07,22.1,None
929.0,35.0,47.8,92.8,16.38,1.83,0.55,25.1,None
3191.5,109.8,15.1,93.5,12.85,-1.26,-0.84,9.1,P0101
2760.2,98.7,36.7,94.4,49.43,0.13,-0.29,19.6,None
2050.8,70.0,47.5,93.2,37.41,0.45,0.75,24.4,None
2011.9,66.6,53.8,92.9,36.24,-0.96,0.07,27.7,None
1132.6,41.2,46.8,93.1,20.24,0.62,-0.36,25.1,None
1668.0,55.0,15.7,91.7,29.92,-0.35,0.98,9.8,None
3015.3,107.1,22.6,91.5,53.91,1.13,0.67,13.4,None
2422.9,81.3,27.9,93.3,43.92,-0.9,0.4,18.5,None
1865.6,66.3,18.7,90.1,33.95,-0.65,-0.78,11.2,None
2100.0,45.0,91.1,92.0,45.85,-0.67,0.69,18.0,P2463
1986.3,67.0,53.5,91.3,35.47,-1.59,0.0,29.2,None
2806.3,95.9,50.7,124.8,50.61,0.43,0.55,26.8,P0117
2746.5,96.1,27.4,90.9,11.1,-1.59,0.07,16.8,P0101
1641.4,53.2,20.8,95.2,29.71,1.54,0.81,17.1,None
3054.4,107.2,80.8,89.7,54.57,-1.35,-0.37,23.1,P0300
2087.0,69.0,47.6,94.0,37.54,0.72,-0.91,25.3,None
1525.0,58.1,32.4,89.1,27.06,-1.72,-0.89,22.0,None
2544.4,86.9,32.4,88.4,45.31,1.1,0.98,20.2,None
1905.4,63.4,77.4,91.3,35.42,-0.47,-0.68,25.4,P0300
2838.2,101.0,21.2,95.8,50.84,-1.35,0.05,13.6,None
1722.9,45.0,83.9,89.9,31.18,1.04,-0.57,12.8,P2463
2349.7,82.8,52.2,90.0,42.53,0.35,0.19,31.1,None
2426.0,87.9,77.0,94.8,45.74,-0.43,-0.97,18.8,P0300
1684.0,58.8,19.1,91.3,30.29,1.8,0.78,14.9,None
2468.4,89.1,46.3,88.5,9.77,-0.74,-0.13,23.0,P0101
1792.3,55.6,86.3,95.1,29.58,0.43,0.12,26.7,P0300
995.7,39.4,55.3,89.3,21.44,-1.99,0.17,20.7,P0300
879.6,28.1,41.8,91.5,15.37,-1.94,0.73,21.7,None
1539.0,49.7,49.8,95.6,6.06,0.36,-0.56,30.3,P0101
1297.7,41.5,47.7,95.0,22.88,-0.71,0.45,24.3,None
1773.4,64.7,29.6,123.4,32.28,-0.25,0.97,17.7,P0117
2839.6,102.2,33.1,127.1,50.83,-0.2,0.06,20.8,P0117
1738.0,64.1,18.1,88.4,31.58,0.22,0.27,14.3,None
2404.2,79.3,19.8,92.5,43.1,-1.45,0.8,16.6,None
868.6,26.2,41.1,95.4,15.6,1.84,0.33,20.7,None
1251.3,39.3,49.2,92.1,22.56,-0.63,-0.18,28.2,None
3191.0,115.1,15.1,89.0,57.73,-1.68,0.75,12.1,None
1807.4,45.0,77.6,95.6,32.54,0.78,0.65,24.5,P2463
2826.2,102.6,47.7,95.6,50.97,0.24,-0.83,26.6,None
1716.0,45.0,80.8,92.1,30.57,-0.63,0.66,14.8,P2463
907.3,35.5,21.5,88.4,15.85,1.73,-0.52,12.4,None
2925.3,105.1,17.6,94.2,11.58,0.41,-0.65,13.2,P0101
2165.0,77.4,30.6,89.5,38.81,-0.17,-0.61,17.3,None
1012.1,31.4,17.1,88.8,18.15,0.25,-0.59,15.6,None
2100.0,45.0,92.7,90.9,47.43,-0.02,0.77,16.8,P2463
2999.8,108.4,23.1,94.7,54.22,1.51,0.0,15.4,None
2434.4,82.9,51.0,93.3,43.45,-0.04,0.18,29.8,None
1027.0,31.1,26.3,93.2,18.49,-1.4,0.68,17.1,None
1127.4,44.4,38.6,88.4,19.85,-1.62,0.67,21.7,None
2260.4,80.3,25.5,91.2,40.48,0.97,0.72,17.0,None
2664.4,96.1,50.5,113.0,48.21,-1.18,-0.22,29.2,P0117
1398.7,45.9,49.5,92.4,25.52,-0.04,0.18,28.4,None
2319.2,79.8,28.9,95.6,41.76,1.78,-0.51,21.1,None
2297.8,76.9,20.4,90.6,40.96,-0.62,-0.96,12.4,None
2810.1,100.6,33.9,94.1,50.54,1.79,-0.78,19.7,None
1582.9,52.4,47.3,94.6,28.6,0.07,-0.78,25.8,None
1514.4,56.8,50.8,90.2,27.21,-0.09,-0.51,28.4,None
2100.0,45.0,94.7,93.1,44.57,-1.62,0.05,15.6,P2463
2202.1,79.6,27.2,88.3,39.53,-1.14,0.88,19.7,None
1739.3,58.6,53.8,92.4,30.84,-1.77,-0.68,28.5,None
1649.7,54.6,19.9,119.4,29.74,-0.03,0.91,15.2,P0117
2489.4,83.7,17.1,95.7,45.16,1.49,0.2,10.6,None
958.6,30.7,30.1,89.1,17.41,-1.39,0.77,18.8,None
1558.6,52.0,32.1,92.0,27.81,-0.48,-0.39,21.7,None
1245.0,48.5,38.6,95.3,21.97,-0.88,0.81,21.9,None
2100.0,45.0,88.2,92.0,54.93,-1.04,-0.39,27.2,P2463
1106.2,34.5,28.8,92.4,19.72,23.4,12.84,21.1,P0171
1173.1,45.6,18.7,89.3,21.07,1.24,0.4,15.9,None
1150.5,38.8,53.9,90.0,21.07,-1.22,0.19,27.7,None
2275.3,76.1,69.4,89.7,41.31,1.01,-0.4,23.6,P0300
1626.8,52.0,48.2,90.7,6.32,1.08,0.81,24.9,P0101
1762.5,56.8,31.7,90.4,31.57,-1.98,-0.5,20.8,None
1160.5,36.7,52.9,88.9,20.49,-0.22,-0.16,26.5,None
1439.0,46.5,36.8,92.4,25.65,-0.48,-0.95,22.2,None
1904.5,70.5,19.6,93.1,34.67,-0.47,0.06,16.5,None
1451.6,49.0,35.2,89.2,26.3,-0.73,0.44,23.9,None
1100.7,41.2,37.9,95.2,20.19,0.64,0.37,24.7,None
2674.0,89.3,42.7,92.8,47.77,-0.97,0.36,25.1,None
1914.7,69.8,33.1,94.0,34.58,-0.7,-0.98,19.8,None
1981.5,45.0,76.9,88.2,35.86,-0.1,-0.03,17.6,P2463
2331.7,82.8,53.9,93.8,41.63,16.06,17.99,27.4,P0171
1775.6,64.8,43.3,90.3,32.3,1.68,0.75,21.8,None
1146.2,43.8,83.4,94.5,20.49,0.9,-0.56,28.8,P2463
1024.4,38.6,23.2,93.5,18.86,1.97,-0.36,17.6,None
936.0,30.7,67.0,89.2,16.27,-1.44,-0.24,17.6,P0300
1565.2,52.3,42.8,89.5,28.29,0.24,-0.77,26.9,None
2156.1,71.4,54.0,90.3,38.63,0.09,0.94,32.2,None
2316.2,77.7,52.1,89.3,41.24,-1.13,0.14,28.1,None
2440.6,85.1,46.2,95.7,9.86,1.13,-0.77,28.2,P0101
3055.4,111.0,34.1,93.1,55.13,-1.31,-0.48,17.8,None
924.2,37.2,30.0,92.8,3.7,1.15,0.76,18.3,P0101
1069.6,41.0,20.0,92.4,18.89,0.78,-0.1,11.4,None
2443.2,89.6,40.9,95.1,43.87,-0.29,0.88,21.3,None
2624.6,90.0,18.8,94.4,47.15,0.15,0.37,13.6,None
2094.5,78.2,39.6,89.1,38.2,0.46,-0.7,23.6,None
1801.0,61.9,26.4,93.3,7.23,0.08,0.22,18.0,P0101
2003.3,68.9,29.9,95.8,36.22,-0.35,0.18,19.9,None
1513.2,49.0,47.8,94.6,27.49,-0.85,-0.83,25.0,None
857.6,32.6,44.5,88.7,15.06,-1.4,0.73,25.8,None
2493.3,83.0,46.9,93.2,44.76,0.53,-0.94,25.5,None
1932.4,65.4,25.9,94.4,34.34,-0.17,-0.21,17.4,None
2916.8,101.9,32.8,88.3,52.81,-0.32,-0.95,19.6,None
1471.8,52.1,15.9,91.2,26.25,1.54,0.2,10.9,None
1154.9,43.9,20.8,94.0,21.22,-0.42,0.59,17.2,None
1220.3,41.4,39.9,94.6,22.15,16.55,17.92,23.0,P0171
1191.3,37.6,41.2,92.3,21.89,-2.0,-0.7,22.4,None
990.8,32.2,15.4,93.0,17.92,-1.11,-0.7,11.1,None
1477.3,55.3,21.6,94.1,26.71,1.66,-0.72,13.8,None
2420.7,82.6,28.3,91.4,43.37,1.37,-0.57,19.3,None
984.2,31.2,27.5,89.1,18.1,-0.79,0.87,19.1,None
2856.7,100.4,51.1,90.9,51.48,0.91,0.96,31.1,None
1766.4,65.5,45.7,91.2,32.17,19.83,16.57,23.1,P0171
1908.0,68.5,31.7,93.1,34.74,1.51,-0.01,21.8,None
1653.4,53.6,49.9,94.2,29.53,-1.85,0.85,28.8,None
1899.8,68.8,46.1,89.6,34.41,0.37,-0.47,24.3,None
2363.1,84.5,39.9,93.3,42.27,-1.37,-0.96,23.0,None
2683.4,90.4,20.9,94.2,48.33,-0.78,0.2,13.0,None
1746.7,57.3,26.4,93.3,31.57,0.9,-0.71,15.2,None
1436.6,47.8,23.8,91.5,25.89,0.6,0.24,15.5,None
1765.0,61.2,34.4,126.9,31.36,-0.94,0.43,23.0,P0117
1276.0,45.9,39.2,89.7,23.01,-0.87,0.36,20.5,None
3113.6,113.8,31.1,95.0,55.92,22.54,18.85,21.0,P0171
1115.9,29.4,50.9,89.5,17.14,1.46,-0.57,13.7,P0300
2320.6,84.4,45.9,88.0,42.1,0.11,-0.08,27.8,None
1281.1,43.9,43.8,89.8,23.47,0.88,0.5,23.5,None
2170.3,73.2,25.9,94.4,38.74,1.58,1.0,16.1,None
2381.9,86.4,22.4,91.7,43.24,1.39,-0.27,14.8,None
2873.7,97.3,18.6,91.0,52.0,20.5,15.82,13.2,P0171
1853.5,68.1,27.4,95.3,32.93,0.26,0.89,19.6,None
1516.2,60.7,80.8,92.8,32.86,-1.24,0.78,21.6,P0300
2016.5,68.2,48.8,93.6,35.93,24.79,19.1,25.8,P0171
1804.5,67.4,43.9,96.0,32.34,-1.2,-0.76,26.6,None
1755.3,58.6,26.3,94.2,31.51,18.53,17.31,17.1,P0171
1658.4,56.1,18.1,95.0,30.12,1.64,0.02,14.1,None
2323.7,81.6,37.2,119.9,41.91,0.14,0.15,22.9,P0117
2076.5,69.7,30.4,121.2,37.52,-1.69,0.62,21.3,P0117
3059.3,107.4,27.7,92.6,55.2,-0.12,0.02,16.7,None
2914.3,103.0,44.4,92.2,52.75,0.53,0.31,26.0,None
2931.0,103.7,33.6,95.8,11.75,0.42,-0.24,19.2,P0101
1876.4,67.3,21.4,89.7,34.14,0.98,0.06,15.7,None
1226.2,39.7,52.1,90.9,22.23,-0.09,-0.62,29.1,None
2349.8,83.7,15.5,90.0,42.05,0.7,0.26,14.2,None
2782.6,97.4,45.1,91.6,50.18,-1.27,-0.24,24.0,None
682.6,25.3,68.0,95.1,14.88,1.38,-0.15,23.7,P0300
3109.1,111.1,32.8,91.8,56.21,-0.87,0.57,18.8,None
2054.9,69.2,17.7,92.8,36.5,0.81,-0.05,11.7,None
2437.0,84.8,37.2,94.8,43.93,-0.54,-0.87,21.9,None
2586.3,91.6,82.4,90.8,45.8,-1.62,0.61,27.8,P0300
863.6,29.2,15.6,94.9,15.18,-0.67,0.48,13.9,None
1500.4,54.5,34.2,90.4,27.19,24.18,15.43,21.1,P0171
1404.0,50.4,39.3,89.5,24.8,16.45,14.78,20.3,P0171
2439.8,84.4,50.5,95.9,44.23,1.5,0.84,29.7,None
2384.8,79.6,34.2,94.1,42.76,-0.39,-0.16,18.7,None
815.2,24.4,32.3,90.1,3.23,-0.24,0.71,20.2,P0101
1138.0,39.3,42.4,93.4,20.91,-1.86,0.56,24.2,None
1890.3,67.8,44.3,91.8,7.62,0.12,0.56,24.1,P0101
1220.8,38.3,46.4,92.2,22.38,-0.88,-0.65,23.5,None
2256.8,79.6,15.4,94.6,40.81,0.88,0.49,12.0,None
1603.1,56.3,53.9,89.1,29.04,-1.38,-0.7,27.8,None
3049.5,110.7,22.4,95.4,12.32,1.92,0.1,15.3,P0101
2726.8,97.3,18.7,88.8,49.24,-1.96,0.47,15.1,None
2771.8,100.2,48.2,91.4,49.6,-0.6,0.92,25.7,None
825.8,30.4,34.7,92.2,3.41,-0.33,0.88,18.2,P0101
1465.7,47.5,24.8,88.0,25.9,-1.66,-0.34,13.8,None
2166.9,73.1,29.4,93.1,8.76,0.27,-0.48,17.0,P0101
2492.4,83.0,21.5,88.8,45.24,-0.16,-0.44,16.4,None
2812.9,99.2,47.6,90.3,50.35,-1.73,-0.57,28.2,None
1307.0,41.8,22.5,90.8,23.23,0.7,0.25,16.6,None
3090.3,106.3,24.6,126.2,55.86,0.86,-0.81,15.8,P0117
2842.2,103.3,49.4,92.8,51.65,1.61,0.08,27.1,None
2091.3,77.8,33.6,88.3,37.36,-0.15,0.58,17.6,None
1917.4,63.4,24.2,89.2,34.72,-1.43,0.09,18.0,None
2583.0,86.5,35.3,92.4,46.57,-1.88,0.58,20.6,None
1218.0,44.6,39.1,91.9,4.77,0.93,-0.29,23.2,P0101
2991.4,104.1,29.0,91.4,54.1,1.85,-0.76,18.2,None
2976.1,108.7,48.8,89.5,53.9,-0.03,0.93,25.5,None
