CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
Maruti Suzuki Swift,2023,1902.7,77.0,50.9,85.4,35.57,1.62,0.54,31.7,None
Hyundai i20,2023,2669.7,99.9,22.6,90.8,50.45,0.64,1.22,25.9,None
Kia Seltos,2016,1926.5,77.4,34.7,92.6,36.56,3.58,-1.16,22.8,None
Tata Tiago,2017,2697.1,99.6,56.0,90.8,7.95,3.31,1.79,38.5,P0101
Mahindra XUV300,2016,2479.0,103.0,12.5,97.1,47.19,1.67,-2.64,9.2,None
Kia Sonet,2016,2222.7,88.0,52.7,97.5,42.89,-2.88,0.49,28.5,None
Tata Nexon,2016,2880.8,102.5,31.6,94.6,54.02,-2.08,-2.49,25.5,None
Mahindra XUV700,2017,2307.0,82.4,13.5,95.3,44.18,1.99,0.7,19.1,None
Maruti Suzuki Dzire,2017,894.3,30.7,44.6,95.9,16.89,2.83,0.8,25.2,None
Tata Safari,2021,1166.6,34.8,23.1,94.1,21.47,3.65,-1.69,24.4,None
Hyundai Venue,2020,2613.3,92.1,67.3,88.7,43.11,-2.89,0.4,10.5,P0300
Hyundai Venue,2017,1544.8,66.4,23.3,85.5,4.64,2.64,-1.48,20.5,P0101
Toyota Innova Hycross,2024,787.9,33.6,50.2,92.2,15.28,1.35,-0.47,39.1,None
Toyota Urban Cruiser,2016,2978.5,114.0,36.3,87.4,56.65,2.96,2.4,25.9,None
Hyundai Creta,2023,1318.7,48.3,60.4,90.4,28.8,-3.97,2.56,13.9,P0300
Mahindra Marazzo,2016,3078.0,110.9,32.1,118.9,57.76,3.11,3.0,20.8,P0117
Hyundai Tucson,2015,3045.2,118.8,44.5,90.0,58.26,2.44,-1.74,35.7,None
Toyota Urban Cruiser,2024,2761.5,95.8,15.5,89.9,51.97,-3.03,0.01,13.9,None
Tata Tiago,2020,2582.0,89.4,48.5,90.4,48.37,0.35,-2.45,28.0,None
Mahindra Thar,2022,1977.2,54.8,107.8,90.0,28.45,0.95,-2.23,32.7,P0300
Nissan Magnite,2017,2659.7,110.3,25.0,90.1,50.27,-3.62,-0.76,15.7,None
Ford Endeavour,2024,2000.0,40.0,91.7,91.3,64.42,-1.1,-0.52,24.1,P2463
Kia Carens,2018,754.3,31.4,80.2,88.7,13.77,-0.56,0.51,35.7,P2463
Mercedes-Benz GLC,2015,2000.0,40.0,82.5,85.3,41.04,-0.79,0.77,34.6,P2463
Mahindra Bolero,2017,791.2,20.8,14.7,96.4,14.95,26.32,23.31,12.2,P0171
Skoda Kushaq,2016,2000.0,40.0,94.8,86.9,56.9,1.54,-1.12,24.1,P2463
Hyundai Alcazar,2016,1708.0,60.0,82.0,95.9,24.5,-1.36,-0.15,39.9,P0300
Maruti Suzuki Swift,2022,2036.0,73.3,46.3,97.9,38.36,1.23,-2.91,30.1,None
Tata Safari,2019,1546.5,52.7,57.1,86.6,25.14,0.23,1.98,14.9,P0300
Kia Seltos,2016,3468.3,132.7,59.5,86.6,66.46,-1.41,-0.32,37.6,None
Hyundai Tucson,2018,3113.5,127.5,27.0,92.0,59.05,0.65,-0.03,22.4,None
Hyundai Venue,2018,1114.3,42.4,18.3,94.4,21.23,1.59,2.99,15.9,None
Toyota Innova Hycross,2019,915.4,41.7,46.1,87.9,17.27,23.31,24.7,34.1,P0171
Renault Kiger,2019,2089.2,71.0,16.3,120.4,39.09,-3.5,0.94,10.3,P0117
Hyundai Alcazar,2018,2011.7,82.5,39.8,89.6,38.5,0.45,-0.11,22.0,None
Mahindra Bolero,2020,1051.2,49.5,40.4,86.1,20.38,-0.86,-0.41,30.0,None
Ford Endeavour,2019,1126.6,35.8,15.1,93.9,21.68,-2.22,0.69,17.5,None
Maruti Suzuki Vitara Brezza,2017,1607.9,58.4,19.8,86.3,29.88,26.01,18.45,12.4,P0171
Toyota Innova Hycross,2021,2000.0,40.0,96.6,93.7,62.01,-2.29,0.63,31.8,P2463
Hyundai Creta,2020,2743.6,96.8,27.9,88.1,52.88,1.4,2.51,16.3,None
Tata Tigor,2023,1581.4,63.2,46.7,90.8,30.45,3.09,1.39,29.3,None
Toyota Innova Hycross,2023,2405.9,83.8,35.5,86.1,45.1,0.82,-2.47,30.5,None
Skoda Slavia,2018,1693.6,63.2,46.2,88.9,32.9,-0.31,2.26,25.5,None
MG Astor,2021,1572.6,66.0,34.4,94.6,4.8,2.87,-0.8,25.8,P0101
Mahindra Bolero,2020,3453.5,130.7,20.2,88.0,65.1,22.21,22.85,24.5,P0171
Maruti Suzuki Celerio,2017,1303.8,54.4,47.7,93.4,3.84,3.82,-1.41,26.9,P0101
Maruti Suzuki Alto,2021,3219.7,123.5,14.2,85.4,61.37,-3.66,-0.51,15.5,None
Maruti Suzuki Baleno,2015,895.1,35.0,45.9,90.0,16.25,3.56,-0.27,29.1,None
Maruti Suzuki WagonR,2021,2258.4,94.2,35.6,87.0,43.48,-3.57,2.8,31.4,None
Kia Sonet,2016,1158.4,50.2,17.6,86.0,22.19,-0.28,0.47,15.6,None
Jeep Compass,2018,2630.9,95.2,54.9,93.5,50.14,2.87,-0.02,32.8,None
Hyundai Verna,2019,1776.5,64.4,51.5,93.0,33.86,-2.62,-2.92,40.1,None
Audi Q5,2024,2325.1,79.7,53.0,86.8,7.15,-1.15,2.99,29.1,P0101
Mahindra Thar,2020,978.1,28.8,55.4,95.0,17.87,-1.15,2.39,30.4,None
Tata Safari,2023,2783.0,108.3,28.6,89.0,8.51,1.35,0.42,22.0,P0101
Maruti Suzuki Alto,2017,1882.4,79.4,28.9,86.3,35.32,-0.78,1.48,26.7,None
Tata Tigor,2024,2315.0,96.1,32.2,85.6,43.86,-2.01,-1.8,30.6,None
Volkswagen Virtus,2015,2180.7,84.9,13.3,97.0,41.46,2.12,-1.82,12.0,None
Hyundai i20,2022,2000.0,40.0,95.9,93.2,42.19,3.53,0.58,25.8,P2463
Kia Carens,2018,1788.4,70.5,30.7,86.7,33.19,3.1,0.13,21.8,None
Tata Sierra,2022,2722.9,112.6,51.7,96.8,52.17,3.92,1.54,37.3,None
Nissan Magnite,2022,2526.4,98.9,53.7,91.2,48.31,1.26,2.99,39.5,None
Kia Sonet,2017,3179.2,121.1,38.5,95.2,60.29,-0.23,0.11,31.1,None
Mercedes-Benz GLC,2022,3283.1,130.9,10.1,92.7,62.49,-3.26,1.93,7.6,None
Toyota Fortuner,2017,2728.1,98.2,87.5,91.3,48.85,-1.95,-1.1,39.8,P0300
Tata Tiago,2021,1510.0,52.3,36.7,136.8,28.42,-1.1,-1.54,33.2,P0117
Nissan Magnite,2016,1044.8,48.0,12.1,92.0,3.15,-1.67,1.63,14.6,P0101
Maruti Suzuki Dzire,2016,793.6,34.4,56.8,85.7,14.77,3.92,1.45,37.1,None
Tata Safari,2021,1130.8,51.1,33.3,93.5,21.25,2.14,0.48,27.3,None
Ford Endeavour,2023,1743.7,64.2,15.4,96.7,33.56,-1.76,-1.74,14.1,None
Maruti Suzuki Vitara Brezza,2018,2926.8,119.3,57.3,89.6,55.06,0.57,-0.89,37.1,None
Skoda Kushaq,2023,1756.2,57.0,23.6,97.0,33.19,3.46,0.35,16.6,None
Kia Sonet,2019,1518.8,40.0,90.9,88.9,28.17,0.52,-0.3,21.5,P2463
BMW X5,2016,3155.6,128.3,48.3,88.8,59.68,2.69,0.37,31.5,None
Mahindra XUV300,2020,1726.6,40.0,85.4,89.1,32.54,-1.14,-2.16,19.6,P2463
Hyundai Creta,2022,2712.8,107.4,45.5,90.1,52.15,2.89,-1.46,37.2,None
Mahindra Scorpio-N,2015,1188.9,44.3,30.9,96.8,22.5,0.69,1.85,27.0,None
Nissan Magnite,2022,1988.0,85.0,51.7,93.1,37.23,-3.63,-0.67,33.5,None
Honda City,2019,2254.4,86.5,34.8,124.9,42.99,-0.75,0.53,30.9,P0117
Mahindra Thar,2022,1143.9,50.9,27.4,86.4,20.99,3.16,1.48,16.3,None
Ford Endeavour,2016,1330.9,43.2,12.0,89.7,25.03,28.06,23.05,14.7,P0171
MG Astor,2016,1432.3,40.0,83.4,93.4,26.86,-2.22,-0.94,10.6,P2463
Kia Carens,2016,1632.6,63.0,22.7,89.3,31.51,3.17,-0.14,14.2,None
BMW X5,2024,2378.8,90.1,43.5,97.8,45.32,-1.91,1.44,28.7,None
Mahindra Marazzo,2018,1126.4,27.8,101.9,88.0,14.4,1.46,0.65,38.3,P0300
MG Astor,2024,3498.1,139.2,46.9,116.8,66.9,-3.54,2.34,34.9,P0117
Toyota Innova Hycross,2023,1723.9,71.5,56.3,88.9,5.33,1.89,2.38,35.2,P0101
Toyota Glanza,2017,3240.6,116.2,107.8,96.1,53.91,-2.87,2.59,31.0,P0300
Tata Sierra,2023,3472.9,126.1,35.1,91.1,65.61,-2.55,-1.17,23.4,None
Maruti Suzuki WagonR,2024,2206.1,74.6,35.2,85.8,41.63,2.6,-0.5,26.7,None
Hyundai i20,2017,1264.9,51.3,17.5,88.4,23.89,2.67,2.2,20.0,None
Mahindra Marazzo,2019,1224.6,44.8,27.3,90.5,22.56,-2.78,1.07,27.0,None
Hyundai Verna,2021,3193.0,125.8,10.3,97.9,60.95,2.07,0.07,8.6,None
Mercedes-Benz GLC,2018,1967.3,73.9,48.2,89.8,36.95,0.3,-2.42,29.0,None
Volkswagen Taigun,2023,3076.6,116.8,47.2,91.6,58.31,28.39,21.97,29.0,P0171
Hyundai Venue,2024,2000.0,40.0,92.8,93.9,52.73,-2.39,2.2,31.8,P2463
Hyundai Venue,2022,2758.3,111.4,19.9,93.6,52.43,-1.43,1.21,13.1,None
Maruti Suzuki Dzire,2023,1146.1,42.1,13.4,92.2,22.15,-1.56,2.53,9.9,None
Hyundai Tucson,2020,1911.9,78.4,52.8,96.4,36.7,1.57,2.27,38.2,None
Mercedes-Benz GLC,2016,2795.4,98.6,39.2,87.3,52.72,-1.91,2.29,32.3,None
Maruti Suzuki WagonR,2023,2455.3,93.8,29.3,96.5,46.89,-0.49,2.52,20.4,None
Mahindra XUV700,2017,2546.8,96.8,27.5,87.5,47.95,-0.23,-0.69,27.3,None
Nissan Magnite,2019,3115.9,125.3,13.9,96.6,59.81,0.98,-1.22,10.0,None
Mahindra Scorpio-N,2016,3259.0,115.6,40.9,87.9,61.51,3.22,-0.08,29.8,None
Tata Altroz,2024,2080.7,70.0,22.9,94.6,40.18,-1.48,1.49,16.7,None
Honda City,2024,2207.8,76.9,33.5,87.3,42.07,-0.65,-0.1,25.7,None
Hyundai Alcazar,2024,2905.1,104.2,12.2,96.4,55.59,2.16,1.02,13.4,None
Mercedes-Benz GLC,2024,1055.0,49.9,53.5,94.1,20.24,-1.81,1.48,40.0,None
Mahindra Thar,2023,1807.3,69.3,22.2,87.3,34.26,-2.38,2.09,22.5,None
Renault Kiger,2021,1070.2,30.7,46.8,89.2,19.93,2.29,-2.66,37.6,None
Mahindra Marazzo,2018,2645.7,104.6,41.0,96.5,49.93,-3.0,2.96,30.7,None
Hyundai Creta,2020,3044.3,121.8,34.2,88.0,57.27,-3.43,1.89,21.4,None
Kia Sonet,2022,3012.0,117.6,33.1,92.5,56.89,-0.71,2.66,23.0,None
Jeep Compass,2017,1694.0,72.2,32.0,97.5,31.57,-2.71,1.5,27.4,None
Tata Punch,2016,982.7,46.9,20.5,131.7,18.76,0.38,2.21,24.7,P0117
Skoda Slavia,2019,2120.9,86.7,42.7,89.4,39.75,1.58,-2.32,32.3,None
Toyota Urban Cruiser,2020,1803.0,72.7,43.6,92.1,34.71,27.43,17.92,34.3,P0171
Skoda Slavia,2017,2782.4,98.7,29.2,121.4,52.13,2.31,-2.12,22.0,P0117
Maruti Suzuki WagonR,2024,2830.1,101.0,37.0,91.4,53.35,-1.87,0.13,21.4,None
BMW X5,2020,1823.6,75.3,23.5,93.9,34.79,-2.89,0.58,15.4,None
Tata Safari,2020,2157.5,75.7,56.8,91.7,41.43,27.24,22.05,41.6,P0171
Nissan Magnite,2018,2464.7,85.3,13.7,86.1,7.39,0.29,-1.42,10.7,P0101
Tata Tigor,2023,3386.8,130.7,15.2,85.9,64.68,-0.28,0.85,15.1,None
Volkswagen Virtus,2019,1136.8,46.3,57.4,90.0,21.97,3.29,-0.15,37.9,None
Audi Q5,2020,1196.5,37.8,27.2,95.9,22.28,3.84,-2.57,16.3,None
Mahindra XUV300,2019,2093.0,76.4,16.0,92.5,40.14,2.85,-1.58,21.0,None
Kia Sonet,2016,2711.2,93.5,21.7,88.9,51.76,-1.9,-2.0,16.0,None
Tata Harrier,2018,967.0,45.4,11.4,86.5,17.81,0.32,2.22,19.1,None
Maruti Suzuki Vitara Brezza,2023,1412.2,51.9,39.3,95.3,26.07,-0.91,1.34,22.7,None
Honda City,2020,2000.0,40.0,85.3,93.2,43.42,-0.9,1.18,12.4,P2463
Ford Endeavour,2017,1934.7,64.9,55.1,95.8,5.89,-1.25,0.07,38.8,P0101
Renault Kiger,2015,2713.2,105.5,20.5,95.9,51.53,0.08,1.21,18.4,None
Tata Harrier,2015,3244.9,120.4,48.5,88.8,61.34,2.8,2.63,35.4,None
Maruti Suzuki Vitara Brezza,2016,3494.8,136.9,27.4,96.7,65.9,26.36,21.46,17.5,P0171
Maruti Suzuki Celerio,2021,2352.9,99.3,21.1,87.1,44.18,3.16,2.3,18.0,None
Maruti Suzuki WagonR,2018,1930.6,63.7,25.1,94.6,37.25,3.68,-2.25,27.4,None
Mahindra XUV700,2023,3468.1,128.1,11.7,137.1,66.07,-2.4,-1.4,13.0,P0117
Audi Q5,2015,1276.3,42.9,59.7,94.5,24.9,2.49,2.37,37.6,None
Mercedes-Benz GLC,2016,2667.1,93.0,21.7,94.0,51.31,2.37,-2.67,21.4,None
Toyota Glanza,2024,3377.9,126.4,88.0,91.4,60.39,0.78,-2.2,38.7,P0300
Toyota Fortuner,2019,2362.9,86.2,11.1,126.9,45.1,0.47,1.6,11.7,P0117
Audi Q5,2024,721.7,25.0,43.1,125.3,13.68,3.25,0.51,28.3,P0117
Toyota Fortuner,2021,2103.1,72.9,24.0,91.1,40.67,3.12,-2.08,20.4,None
Maruti Suzuki Celerio,2016,1160.1,47.7,39.9,95.3,22.49,22.3,17.25,30.8,P0171
Tata Punch,2017,1447.8,59.6,14.8,89.4,27.02,-0.5,-2.61,16.0,None
Mahindra Thar,2016,705.1,18.3,88.0,86.0,13.11,-2.95,-0.37,35.7,P2463
Mahindra Thar,2023,3298.8,121.6,59.3,89.3,61.98,2.37,-1.67,41.3,None
Tata Safari,2015,2000.0,40.0,90.7,87.7,41.72,3.94,-0.01,24.5,P2463
Mahindra Scorpio-N,2020,818.7,21.3,10.0,89.4,15.33,2.94,1.12,16.2,None
Jeep Compass,2015,2860.4,104.9,21.6,131.7,53.62,-1.88,-0.49,16.4,P0117
Maruti Suzuki Alto,2016,1639.7,67.0,67.4,92.5,34.82,-3.63,-0.75,27.8,P0300
Nissan Magnite,2016,1643.6,67.3,37.3,94.4,31.76,20.22,20.45,29.9,P0171
Maruti Suzuki Celerio,2019,1577.5,62.8,41.1,125.9,30.66,-2.56,-2.75,23.9,P0117
Hyundai Alcazar,2022,2000.0,40.0,98.1,87.6,42.63,3.15,2.9,33.0,P2463
Maruti Suzuki Celerio,2023,2423.7,87.8,13.4,94.9,45.54,-1.07,2.45,21.3,None
Mahindra XUV300,2019,3055.3,126.0,48.1,91.9,58.16,3.42,1.59,33.7,None
Audi Q5,2020,1186.4,38.1,47.4,97.8,22.08,-0.32,-0.81,33.8,None
Kia Sonet,2019,2377.8,85.3,13.6,86.4,45.36,-0.25,-0.37,9.0,None
Nissan Magnite,2023,3398.5,127.4,32.0,86.1,64.49,-2.76,0.17,25.7,None
Mahindra Scorpio-N,2023,2660.4,97.7,48.3,85.7,50.39,0.84,-0.14,35.6,None
Renault Kiger,2019,1528.9,74.4,72.2,96.4,37.2,-1.88,1.55,21.6,P0300
Maruti Suzuki Swift,2015,1909.7,74.5,16.0,93.0,35.64,-1.06,0.35,16.6,None
Toyota Glanza,2021,2163.2,96.3,96.5,90.8,45.06,1.72,-2.15,39.9,P0300
Audi Q5,2019,3026.5,119.1,30.6,86.9,57.33,1.13,1.56,23.3,None
Jeep Compass,2021,2388.2,83.5,51.8,91.3,7.08,3.82,-2.84,28.5,P0101
Maruti Suzuki Alto,2022,809.4,35.3,39.2,91.1,15.28,-2.65,-0.59,26.8,None
Hyundai Verna,2020,3347.5,136.3,30.5,86.1,63.21,3.12,1.52,23.2,None
Maruti Suzuki Ertiga,2021,2111.9,70.9,112.2,89.0,36.26,-0.82,-2.86,35.5,P0300
Jeep Compass,2020,1930.9,66.7,66.6,86.3,32.73,-1.44,2.13,14.3,P0300
Volkswagen Virtus,2020,2229.8,79.4,41.1,87.1,41.77,26.63,21.6,26.0,P0171
Skoda Kushaq,2016,967.8,46.1,21.0,97.0,17.72,3.15,2.89,20.0,None
Kia Sonet,2018,2849.1,103.7,41.8,90.4,53.44,3.11,-0.16,27.7,None
Kia Carens,2020,1614.0,65.6,33.6,88.9,30.7,-1.83,-1.62,23.0,None
Maruti Suzuki Celerio,2023,1047.5,36.5,24.6,97.0,20.03,3.6,-2.34,26.9,None
Tata Punch,2017,1760.9,69.5,79.6,89.6,32.72,-0.22,0.08,19.6,P0300
Tata Altroz,2019,753.1,36.1,24.3,89.7,14.03,-3.71,-1.54,19.0,None
Maruti Suzuki Baleno,2020,2173.2,84.1,13.7,92.5,40.94,-1.19,1.35,21.2,None
Tata Tiago,2016,1128.4,46.5,59.3,89.6,20.79,2.42,2.14,40.0,None
Volkswagen Taigun,2019,3071.8,101.5,50.8,95.6,53.69,2.32,-2.44,11.3,P0300
Tata Tiago,2023,1367.4,55.2,26.9,97.1,25.74,27.49,22.36,20.8,P0171
Toyota Fortuner,2024,866.5,42.8,21.7,86.1,16.89,21.05,17.46,17.3,P0171
Toyota Glanza,2023,3250.5,122.2,42.7,96.0,62.5,3.95,0.91,30.4,None
Tata Altroz,2017,1841.1,65.2,53.0,94.0,34.33,-2.31,0.95,32.8,None
Maruti Suzuki Dzire,2019,1434.4,63.5,55.0,88.5,27.73,-1.09,2.08,39.2,None
MG Astor,2016,2000.0,40.0,87.2,86.3,66.53,3.98,0.96,30.2,P2463
Mahindra Marazzo,2018,1970.5,65.1,11.7,87.4,37.75,-2.24,-2.76,9.8,None
Toyota Glanza,2015,2719.0,112.7,41.9,88.8,52.27,1.79,-1.06,23.8,None
Volkswagen Virtus,2019,1135.5,36.5,35.7,92.0,21.18,18.27,17.89,29.7,P0171
Mercedes-Benz GLC,2018,2615.5,105.0,20.1,88.4,49.84,-3.11,-0.43,21.3,None
BMW X5,2015,1676.0,54.1,47.1,90.6,32.35,23.47,24.68,29.7,P0171
Maruti Suzuki Celerio,2017,1101.2,45.0,28.9,115.5,20.3,3.62,-2.62,18.4,P0117
Maruti Suzuki Alto,2016,1356.3,42.0,32.8,85.8,25.2,2.12,0.44,19.4,None
Skoda Slavia,2017,2581.5,120.0,94.8,97.9,57.07,0.37,-1.44,38.5,P0300
Tata Tiago,2017,2311.7,90.6,40.1,96.0,43.15,22.49,16.95,23.3,P0171
Maruti Suzuki Ertiga,2015,2000.0,40.0,92.8,94.8,38.22,1.8,-1.28,29.8,P2463
Kia Sonet,2023,963.2,55.6,91.4,94.9,25.55,1.79,0.82,29.0,P0300
Hyundai Verna,2022,886.1,38.4,16.3,85.0,16.89,1.8,2.17,19.4,None
Maruti Suzuki Swift,2023,1472.3,71.2,88.7,90.7,34.88,-1.11,-1.39,24.3,P0300
Volkswagen Taigun,2018,3473.0,118.4,99.0,88.9,61.69,-3.11,-2.61,35.8,P0300
Hyundai Tucson,2016,3070.4,107.5,78.8,90.0,57.26,-3.14,-1.58,27.5,P0300
Tata Altroz,2021,1566.6,67.9,22.0,89.2,29.24,3.65,1.32,19.3,None
MG Astor,2019,2675.4,103.5,35.2,93.5,50.77,2.79,-0.28,26.5,None
Kia Sonet,2017,1903.6,65.5,46.5,90.7,35.99,3.64,-0.35,28.5,None
Ford EcoSport,2022,1283.2,46.6,48.8,91.9,23.64,0.29,-1.93,37.5,None
Kia Sonet,2022,3082.3,110.7,55.7,92.5,58.51,22.8,25.0,34.3,P0171
Hyundai Creta,2020,2757.2,110.8,41.2,94.2,52.18,0.43,0.56,31.2,None
Toyota Glanza,2018,2405.5,98.8,10.4,93.7,45.24,4.0,-2.45,13.2,None
Tata Tigor,2017,3043.8,115.3,55.0,85.0,57.41,24.08,18.09,32.9,P0171
Maruti Suzuki WagonR,2022,1976.9,66.2,85.4,85.1,30.12,-0.59,1.88,24.3,P0300
Mahindra Scorpio-N,2022,1374.6,43.8,38.8,133.0,25.39,-0.21,-2.42,23.8,P0117
BMW X5,2023,919.5,35.7,66.0,92.8,15.3,1.25,0.54,25.5,P0300
Jeep Compass,2021,2766.1,102.8,46.1,87.1,52.25,1.62,1.19,34.7,None
Kia Sonet,2024,3040.4,106.4,25.3,90.4,57.03,-0.52,2.78,15.9,None
Maruti Suzuki Celerio,2022,2213.0,76.8,42.4,86.7,42.59,-1.57,0.84,34.1,None
Skoda Slavia,2017,801.6,21.4,25.9,94.3,2.33,2.36,-2.61,17.6,P0101
Maruti Suzuki Ertiga,2020,2348.2,82.2,56.9,85.3,44.58,28.15,20.85,33.8,P0171
Mahindra Marazzo,2015,989.4,31.1,11.7,85.6,18.86,0.47,-1.82,16.7,None
Mahindra Marazzo,2016,924.0,30.2,26.0,94.9,18.04,3.53,0.74,26.5,None
Mahindra Scorpio-N,2020,3118.5,117.9,37.2,133.1,59.95,0.65,-1.7,31.7,P0117
Ford Endeavour,2023,3034.9,109.2,17.8,129.1,58.31,-2.12,-0.29,19.5,P0117
Tata Altroz,2020,2292.3,83.5,43.0,91.0,44.24,-3.31,0.88,34.3,None
Toyota Fortuner,2021,1592.5,67.1,51.7,89.7,29.53,1.38,-1.03,38.4,None
Maruti Suzuki Dzire,2017,743.9,34.1,98.4,89.6,14.26,0.65,-2.79,30.0,P2463
Mahindra Thar,2019,2000.0,40.0,85.4,95.9,53.98,0.63,2.26,33.5,P2463
Hyundai i20,2015,1815.9,72.4,57.0,94.3,33.92,-2.9,2.94,33.3,None
Hyundai Creta,2018,814.8,38.1,97.8,85.9,14.98,-1.8,2.88,13.7,P2463
Mahindra XUV700,2017,1229.9,48.4,46.7,87.1,23.71,1.63,1.47,36.2,None
Renault Kwid,2023,2348.1,98.0,57.2,93.7,45.32,-2.32,-2.24,30.8,None
Maruti Suzuki WagonR,2022,1808.3,64.2,31.7,88.1,34.69,-1.29,2.07,21.4,None
Maruti Suzuki Alto,2020,916.3,41.5,85.8,88.4,25.13,-1.83,-0.55,37.5,P0300
Hyundai Tucson,2018,3182.4,111.7,20.8,93.6,61.03,-3.46,-0.54,22.5,None
Maruti Suzuki WagonR,2022,2101.1,82.4,17.0,93.1,39.23,1.92,-2.51,21.3,None
Audi Q5,2024,1409.5,61.7,11.6,96.0,26.12,1.63,1.11,17.9,None
Mahindra Marazzo,2017,1356.6,49.5,24.3,90.5,25.62,2.83,-2.01,20.0,None
Toyota Glanza,2024,2196.8,92.4,10.0,89.9,41.4,0.27,-0.41,11.8,None
Tata Sierra,2021,1275.4,43.5,57.3,91.3,24.36,0.59,0.53,36.9,None
Jeep Compass,2023,961.6,46.0,16.7,86.2,18.36,0.75,0.04,19.9,None
Hyundai Alcazar,2018,1005.8,31.8,28.6,94.1,3.1,0.9,-1.29,18.9,P0101
Hyundai Creta,2023,1313.6,52.9,25.5,92.4,25.59,2.15,1.46,26.4,None
Nissan Magnite,2024,2668.7,103.3,52.2,126.3,50.87,1.86,-0.1,40.4,P0117
Mercedes-Benz GLC,2017,1085.6,36.8,11.2,90.5,21.2,0.6,-2.66,18.1,None
Ford Endeavour,2024,3187.8,123.8,72.2,85.3,61.1,2.0,-2.85,26.4,P0300
Ford EcoSport,2022,2454.3,86.8,53.2,91.0,47.07,22.86,16.78,29.2,P0171
Mahindra Marazzo,2024,1979.3,82.3,54.2,91.4,37.7,-0.81,2.51,32.4,None
Hyundai i20,2021,2173.2,75.5,40.1,87.0,41.5,23.23,20.7,26.7,P0171
Kia Carens,2017,1394.4,45.2,55.9,87.3,27.25,-1.99,1.24,41.1,None
Toyota Glanza,2018,895.7,35.1,48.4,91.0,17.45,-3.92,-2.73,29.2,None
Audi Q5,2016,2046.7,63.5,89.8,90.5,33.43,-3.73,2.33,26.9,P0300
Skoda Kushaq,2019,1637.5,71.6,52.6,96.2,31.56,-3.83,-1.0,31.3,None
Tata Altroz,2023,1202.4,51.6,54.4,93.2,3.62,2.76,-2.55,35.6,P0101
Skoda Slavia,2021,3350.3,131.8,19.9,97.9,62.99,2.23,2.76,23.8,None
Volkswagen Taigun,2019,1974.6,74.1,18.6,122.0,36.76,2.18,-1.65,17.4,P0117
Maruti Suzuki WagonR,2019,1447.8,53.7,46.5,92.4,27.96,0.98,1.76,33.6,None
Hyundai Alcazar,2021,2191.4,77.5,37.9,87.9,41.21,3.47,0.9,21.5,None
Tata Sierra,2017,898.3,35.8,45.3,93.6,17.4,1.76,0.18,26.2,None
Toyota Innova Hycross,2024,2265.3,92.8,48.0,92.3,42.65,0.27,-1.43,31.6,None
Mahindra XUV300,2019,3043.4,109.7,35.5,93.0,58.1,-2.57,-2.17,26.7,None
Hyundai i20,2019,2846.8,106.6,16.8,115.3,54.16,-1.56,-0.98,15.2,P0117
Volkswagen Taigun,2019,2718.4,98.0,28.4,87.5,52.27,2.68,-2.37,29.1,None
Tata Sierra,2022,2399.3,86.1,44.8,86.2,45.49,-2.42,2.62,27.5,None
Mahindra XUV300,2018,1060.8,39.8,56.3,94.4,20.94,-2.6,0.75,33.4,None
Honda Amaze,2018,1684.3,73.3,17.3,92.2,32.14,22.07,16.97,12.1,P0171
Maruti Suzuki Dzire,2023,2172.7,89.3,13.0,93.6,6.71,3.38,2.01,15.2,P0101
Maruti Suzuki Celerio,2023,2636.8,100.1,31.6,89.4,7.8,-2.7,-1.91,30.2,P0101
Tata Harrier,2016,2072.7,87.2,51.7,94.7,38.65,3.44,-1.46,30.5,None
Maruti Suzuki WagonR,2022,2724.4,99.1,57.2,97.0,51.74,-2.9,1.34,43.1,None
Maruti Suzuki Baleno,2022,1049.2,46.9,29.2,89.3,20.47,29.09,15.42,19.8,P0171
Hyundai Creta,2024,898.3,27.5,58.2,88.6,17.21,3.68,1.44,34.5,None
Ford EcoSport,2016,2000.0,40.0,81.2,88.5,52.25,1.84,-1.52,26.0,P2463
Skoda Slavia,2022,964.3,40.3,25.8,85.6,18.54,-0.2,1.66,16.0,None
Hyundai Venue,2018,2115.6,83.4,12.2,139.2,40.52,1.11,0.45,19.7,P0117
Ford EcoSport,2015,1183.1,50.3,26.4,88.7,22.49,2.74,2.54,23.3,None
Hyundai Venue,2016,2951.5,105.4,52.8,90.6,55.4,-3.73,-0.24,33.7,None
Kia Carens,2022,1860.5,67.2,39.6,96.5,34.69,-0.35,0.89,29.5,None
Hyundai Creta,2023,3408.6,125.4,45.3,88.9,65.07,-3.2,0.07,28.5,None
Mercedes-Benz GLC,2020,3108.3,120.8,43.0,95.2,58.54,-0.06,0.29,28.7,None
Hyundai Creta,2024,2733.8,99.4,36.4,94.2,52.36,3.65,0.32,28.6,None
Mahindra Marazzo,2024,2726.5,109.7,35.7,87.4,51.95,-0.43,1.61,29.0,None
Tata Tigor,2017,2311.5,80.3,58.3,89.8,44.6,-1.79,-0.04,44.1,None
Nissan Magnite,2017,1807.9,67.7,48.7,92.5,34.88,1.17,-0.99,31.2,None
Nissan Magnite,2022,2669.5,95.2,10.7,89.7,51.43,-0.89,1.05,14.6,None
